customer_id,first_name,last_name,gender,age,city,state,region,customer_segment,signup_date
11716,Riya,Jain,Male,35,Lucknow,Uttar Pradesh,North,Small Business,10/30/2025
11717,Sahil,Iyer,Male,56,Bengaluru,Karnataka,South,Small Business,11/7/2025
11718,Kavya,Sharma,Male,51,Ahmedabad,Gujarat,West,Small Business,10/1/2023
11719,Ananya,Jain,Male,56,Jaipur,Rajasthan,North,Small Business,12/13/2023
11720,Neha,Bose,Female,45,Bhubaneswar,Odisha,East,Consumer,8/12/2023
11721,Rahul,Roy,Female,35,Kolkata,West Bengal,East,Consumer,8/28/2024
11722,Neha,Bose,Male,30,Mumbai,Maharashtra,West,Consumer,8/20/2023
11723,Meera,Ghosh,Male,31,Lucknow,Uttar Pradesh,North,Small Business,5/3/2025
11724,Meera,Malhotra,Female,43,New Delhi,Delhi,North,Consumer,2/23/2024
11725,Sahil,Ghosh,Male,37,Hyderabad,Telangana,South,Consumer,11/10/2025
11726,Rahul,Das,Male,37,Kolkata,West Bengal,East,Consumer,7/10/2025
11727,Ananya,Ghosh,Female,35,Chennai,Tamil Nadu,South,Small Business,3/9/2024
11728,Ananya,Patel,Female,62,Kochi,Kerala,South,Consumer,10/5/2024
11729,Aarav,Gupta,Female,48,Kolkata,West Bengal,East,Small Business,1/27/2023
11730,Karan,Malhotra,Male,60,Chennai,Tamil Nadu,South,Small Business,3/14/2023
11731,Pooja,Reddy,Female,62,Gurugram,Haryana,North,Consumer,6/30/2024
11732,Meera,Banerjee,Female,47,Kolkata,West Bengal,East,Corporate,5/25/2024
11733,Riya,Gupta,Female,22,Lucknow,Uttar Pradesh,North,Consumer,3/6/2024
11734,Priya,Khan,Male,64,Bengaluru,Karnataka,South,Consumer,4/8/2023
11735,Amit,Roy,Female,40,Kochi,Kerala,South,Consumer,6/26/2025
11736,Pooja,Mehta,Female,36,Lucknow,Uttar Pradesh,North,Consumer,3/14/2024
11737,Aditya,Verma,Male,37,Kochi,Kerala,South,Consumer,5/22/2024
11738,Ananya,Das,Male,22,Mumbai,Maharashtra,West,Corporate,3/11/2024
11739,Ishita,Ghosh,Male,49,New Delhi,Delhi,North,Corporate,6/21/2024
11740,Ananya,Ghosh,Female,20,Lucknow,Uttar Pradesh,North,Consumer,12/1/2024
11741,Vikram,Nair,Male,52,Bengaluru,Karnataka,South,Consumer,4/5/2025
11742,Nikhil,Dutta,Female,58,Mumbai,Maharashtra,West,Consumer,8/16/2024
11743,Ananya,Chatterjee,Male,38,Kolkata,West Bengal,East,Consumer,6/29/2023
11744,Aarav,Nair,Female,36,Gurugram,Haryana,North,Small Business,8/2/2025
11745,Amit,Roy,Male,50,Lucknow,Uttar Pradesh,North,Consumer,11/4/2023
11746,Arjun,Banerjee,Female,59,Ahmedabad,Gujarat,West,Corporate,1/18/2023
11747,Tanya,Verma,Female,22,Lucknow,Uttar Pradesh,North,Small Business,2/12/2023
11748,Kavya,Reddy,Female,40,New Delhi,Delhi,North,Consumer,4/15/2025
11749,Aditya,Banerjee,Female,33,Hyderabad,Telangana,South,Consumer,2/22/2024
11750,Sneha,Nair,Female,18,Hyderabad,Telangana,South,Small Business,1/25/2023
11751,Sneha,Iyer,Female,18,Ahmedabad,Gujarat,West,Consumer,5/26/2025
11752,Sneha,Das,Female,43,Mumbai,Maharashtra,West,Consumer,11/25/2023
11753,Sahil,Dutta,Female,54,Kochi,Kerala,South,Corporate,11/22/2025
11754,Kavya,Nair,Male,46,Patna,Bihar,East,Small Business,8/8/2025
11755,Rahul,Roy,Female,29,Chennai,Tamil Nadu,South,Corporate,2/22/2023
11756,Ananya,Das,Female,39,New Delhi,Delhi,North,Corporate,1/15/2025
11757,Vikram,Dutta,Female,64,Mumbai,Maharashtra,West,Corporate,10/13/2024
11758,Pooja,Sen,Male,58,Bhopal,Madhya Pradesh,Central,Consumer,7/5/2023
11759,Amit,Sharma,Male,23,Ludhiana,Punjab,North,Consumer,1/6/2024
11760,Rohan,Ghosh,Female,48,Ludhiana,Punjab,North,Small Business,6/14/2024
11761,Ishita,Sharma,Male,47,Bengaluru,Karnataka,South,Consumer,6/7/2023
11762,Aarav,Roy,Female,35,Mumbai,Maharashtra,West,Corporate,2/18/2025
11763,Ishita,Malhotra,Male,35,Mumbai,Maharashtra,West,Consumer,10/27/2023
11764,Pooja,Sharma,Male,52,Kolkata,West Bengal,East,Consumer,10/9/2025
11765,Rohan,Jain,Female,62,Mumbai,Maharashtra,West,Corporate,5/15/2025
11766,Rohan,Ghosh,Male,33,Kolkata,West Bengal,East,Corporate,11/16/2024
11767,Ishita,Sen,Male,62,Bhopal,Madhya Pradesh,Central,Consumer,5/10/2023
11768,Meera,Gupta,Male,58,Kolkata,West Bengal,East,Consumer,1/27/2023
11769,Karan,Banerjee,Other,20,Mumbai,Maharashtra,West,Consumer,6/7/2023
11770,Nikhil,Iyer,Female,31,Bhubaneswar,Odisha,East,Consumer,6/23/2024
11771,Riya,Malhotra,Other,39,Ahmedabad,Gujarat,West,Consumer,4/23/2025
11772,Sahil,Gupta,Male,49,Lucknow,Uttar Pradesh,North,Small Business,6/15/2023
11773,Arjun,Mehta,Male,28,Ahmedabad,Gujarat,West,Small Business,2/2/2025
11774,Rohan,Nair,Male,37,Kochi,Kerala,South,Consumer,2/21/2023
11775,Aditya,Sharma,Male,22,Ahmedabad,Gujarat,West,Corporate,10/14/2023
11776,Rahul,Malhotra,Male,22,New Delhi,Delhi,North,Consumer,10/8/2024
11777,Tanya,Reddy,Male,38,Lucknow,Uttar Pradesh,North,Consumer,6/13/2025
11778,Meera,Das,Male,48,Hyderabad,Telangana,South,Corporate,4/19/2025
11779,Neha,Gupta,Female,39,Chennai,Tamil Nadu,South,Corporate,7/29/2024
11780,Ishita,Jain,Male,36,Hyderabad,Telangana,South,Corporate,2/8/2023
11781,Kavya,Bose,Female,41,Mumbai,Maharashtra,West,Consumer,11/13/2023
11782,Amit,Singh,Male,48,Patna,Bihar,East,Consumer,4/26/2025
11783,Ishita,Dutta,Female,52,Bengaluru,Karnataka,South,Consumer,3/29/2023
11784,Sahil,Sen,Female,43,Mumbai,Maharashtra,West,Corporate,2/1/2025
11785,Ananya,Gupta,Female,22,Bengaluru,Karnataka,South,Consumer,1/30/2025
11786,Priya,Khan,Female,19,Bhubaneswar,Odisha,East,Consumer,3/23/2025
11787,Arjun,Nair,Male,34,Bengaluru,Karnataka,South,Consumer,8/23/2023
11788,Aarav,Roy,Male,27,Jaipur,Rajasthan,North,Consumer,9/22/2023
11789,Ananya,Iyer,Female,43,Bhubaneswar,Odisha,East,Consumer,8/3/2023
11790,Karan,Das,Female,51,Kolkata,West Bengal,East,Corporate,3/1/2024
11791,Meera,Patel,Female,30,Lucknow,Uttar Pradesh,North,Consumer,7/19/2024
11792,Neha,Jain,Female,40,Bengaluru,Karnataka,South,Consumer,5/10/2023
11793,Aditya,Khan,Female,28,Mumbai,Maharashtra,West,Small Business,9/4/2024
11794,Priya,Jain,Other,40,Jaipur,Rajasthan,North,Consumer,9/16/2023
11795,Aarav,Chatterjee,Male,36,Ludhiana,Punjab,North,Consumer,8/30/2024
11796,Neha,Reddy,Male,18,Bengaluru,Karnataka,South,Corporate,11/24/2023
11797,Aarav,Patel,Female,49,New Delhi,Delhi,North,Consumer,10/28/2025
11798,Kavya,Dutta,Female,32,Bengaluru,Karnataka,South,Small Business,12/11/2023
11799,Aditya,Malhotra,Male,53,New Delhi,Delhi,North,Consumer,7/30/2025
11800,Sneha,Verma,Male,50,Ahmedabad,Gujarat,West,Small Business,7/9/2023
11801,Arjun,Patel,Female,27,Ahmedabad,Gujarat,West,Consumer,4/2/2023
11802,Rahul,Patel,Female,60,Ahmedabad,Gujarat,West,Consumer,7/23/2023
11803,Arjun,Iyer,Female,19,Mumbai,Maharashtra,West,Consumer,3/28/2024
11804,Amit,Sharma,Male,45,Jaipur,Rajasthan,North,Consumer,8/31/2025
11805,Ishita,Das,Male,56,Jaipur,Rajasthan,North,Consumer,7/10/2023
11806,Kavya,Iyer,Female,43,Jaipur,Rajasthan,North,Consumer,4/26/2025
11807,Neha,Mehta,Male,44,Kolkata,West Bengal,East,Consumer,1/22/2025
11808,Tanya,Malhotra,Female,40,Hyderabad,Telangana,South,Consumer,1/8/2024
11809,Kavya,Reddy,Female,20,Chennai,Tamil Nadu,South,Consumer,12/30/2023
11810,Aarav,Gupta,Male,50,Kolkata,West Bengal,East,Consumer,10/20/2025
11811,Aarav,Sen,Female,63,Mumbai,Maharashtra,West,Consumer,2/10/2025
11812,Meera,Singh,Male,56,Hyderabad,Telangana,South,Corporate,9/16/2023
11813,Priya,Roy,Female,20,Lucknow,Uttar Pradesh,North,Small Business,9/11/2025
11814,Kavya,Verma,Female,28,Mumbai,Maharashtra,West,Consumer,3/15/2024
11815,Karan,Reddy,Female,57,Bhubaneswar,Odisha,East,Small Business,3/28/2023
11816,Amit,Malhotra,Female,52,New Delhi,Delhi,North,Corporate,5/28/2025
11817,Priya,Dutta,Male,35,Lucknow,Uttar Pradesh,North,Small Business,7/27/2025
11818,Rohan,Banerjee,Female,29,Hyderabad,Telangana,South,Consumer,4/23/2024
11819,Neha,Nair,Male,40,Hyderabad,Telangana,South,Consumer,1/30/2025
11820,Arjun,Chatterjee,Other,19,Ahmedabad,Gujarat,West,Corporate,9/11/2023
11821,Rohan,Roy,Male,22,Ludhiana,Punjab,North,Consumer,7/7/2025
11822,Vikram,Banerjee,Female,21,Hyderabad,Telangana,South,Small Business,2/3/2024
11823,Rahul,Mehta,Male,57,New Delhi,Delhi,North,Small Business,10/16/2023
11824,Priya,Khan,Male,20,Ahmedabad,Gujarat,West,Consumer,6/24/2024
11825,Tanya,Banerjee,Male,44,Lucknow,Uttar Pradesh,North,Consumer,10/16/2023
11826,Priya,Verma,Male,31,Kolkata,West Bengal,East,Consumer,11/1/2024
11827,Nikhil,Das,Male,54,New Delhi,Delhi,North,Corporate,3/18/2025
11828,Nikhil,Jain,Male,24,Hyderabad,Telangana,South,Corporate,3/14/2024
11829,Pooja,Dutta,Female,61,Ludhiana,Punjab,North,Consumer,4/26/2025
11830,Ananya,Jain,Male,22,Hyderabad,Telangana,South,Consumer,4/10/2024
11831,Rahul,Dutta,Male,58,Hyderabad,Telangana,South,Small Business,11/13/2025
11832,Nikhil,Verma,Female,25,Gurugram,Haryana,North,Consumer,10/13/2023
11833,Arjun,Das,Female,19,Hyderabad,Telangana,South,Consumer,1/31/2025
11834,Vikram,Gupta,Male,19,Mumbai,Maharashtra,West,Consumer,8/1/2024
11835,Neha,Malhotra,Male,55,Mumbai,Maharashtra,West,Consumer,10/16/2025
11836,Sahil,Patel,Male,34,Kolkata,West Bengal,East,Consumer,8/26/2023
11837,Meera,Iyer,Female,38,Kolkata,West Bengal,East,Consumer,8/1/2023
11838,Priya,Sharma,Female,57,Hyderabad,Telangana,South,Consumer,7/25/2025
11839,Vikram,Sen,Female,30,Lucknow,Uttar Pradesh,North,Consumer,8/31/2025
11840,Karan,Patel,Female,44,Lucknow,Uttar Pradesh,North,Consumer,3/18/2025
11841,Tanya,Patel,Female,32,Kolkata,West Bengal,East,Small Business,5/27/2024
11842,Neha,Singh,Other,21,New Delhi,Delhi,North,Consumer,3/19/2024
11843,Aarav,Iyer,Female,65,Mumbai,Maharashtra,West,Consumer,12/20/2024
11844,Nikhil,Nair,Female,35,Gurugram,Haryana,North,Consumer,3/18/2025
11845,Vikram,Gupta,Female,58,Mumbai,Maharashtra,West,Consumer,10/26/2023
11846,Ananya,Bose,Female,38,Ahmedabad,Gujarat,West,Consumer,1/8/2023
11847,Ananya,Khan,Male,59,Bengaluru,Karnataka,South,Consumer,3/21/2023
11848,Rahul,Chatterjee,Male,26,Ahmedabad,Gujarat,West,Consumer,1/8/2024
11849,Amit,Iyer,Male,43,Chennai,Tamil Nadu,South,Consumer,1/6/2025
11850,Nikhil,Chatterjee,Male,35,Lucknow,Uttar Pradesh,North,Consumer,4/20/2024
11851,Aditya,Reddy,Female,65,Mumbai,Maharashtra,West,Small Business,10/29/2024
11852,Riya,Reddy,Female,34,Ludhiana,Punjab,North,Consumer,5/22/2024
11853,Meera,Mehta,Male,55,New Delhi,Delhi,North,Consumer,9/29/2023
11854,Karan,Reddy,Male,41,Lucknow,Uttar Pradesh,North,Consumer,3/19/2025
11855,Neha,Chatterjee,Male,37,Bhubaneswar,Odisha,East,Corporate,2/20/2025
11856,Riya,Gupta,Female,51,Bhopal,Madhya Pradesh,Central,Consumer,11/5/2025
11857,Tanya,Dutta,Female,48,Mumbai,Maharashtra,West,Consumer,6/10/2025
11858,Riya,Patel,Male,40,Bengaluru,Karnataka,South,Consumer,2/15/2024
11859,Karan,Banerjee,Male,20,Bengaluru,Karnataka,South,Consumer,1/31/2025
11860,Neha,Singh,Female,21,Bengaluru,Karnataka,South,Consumer,1/14/2024
11861,Vikram,Jain,Female,46,Ahmedabad,Gujarat,West,Consumer,7/31/2025
11862,Neha,Malhotra,Female,20,Bhopal,Madhya Pradesh,Central,Consumer,10/21/2024
11863,Sneha,Bose,Male,47,Bhopal,Madhya Pradesh,Central,Consumer,6/20/2025
11864,Neha,Patel,Male,60,New Delhi,Delhi,North,Small Business,10/31/2023
11865,Sneha,Gupta,Female,55,Ahmedabad,Gujarat,West,Consumer,1/17/2023
11866,Ishita,Sen,Male,51,Bhubaneswar,Odisha,East,Consumer,6/2/2023
11867,Pooja,Patel,Female,31,Gurugram,Haryana,North,Consumer,7/27/2024
11868,Amit,Iyer,Female,49,Mumbai,Maharashtra,West,Corporate,11/4/2025
11869,Ananya,Sharma,Male,26,New Delhi,Delhi,North,Corporate,11/8/2024
11870,Tanya,Ghosh,Female,61,Bhubaneswar,Odisha,East,Consumer,5/24/2025
11871,Riya,Mehta,Female,22,Bengaluru,Karnataka,South,Consumer,5/21/2024
11872,Priya,Mehta,Female,43,Hyderabad,Telangana,South,Consumer,11/1/2025
11873,Rohan,Dutta,Male,41,Bhopal,Madhya Pradesh,Central,Consumer,10/13/2025
11874,Rohan,Jain,Female,21,Bhopal,Madhya Pradesh,Central,Consumer,8/24/2023
11875,Sneha,Gupta,Male,26,Ludhiana,Punjab,North,Consumer,7/20/2025
11876,Rohan,Mehta,Female,52,Patna,Bihar,East,Corporate,1/20/2023
11877,Aditya,Bose,Female,46,Bengaluru,Karnataka,South,Consumer,10/2/2024
11878,Kavya,Malhotra,Male,25,Bengaluru,Karnataka,South,Consumer,4/17/2024
11879,Sahil,Ghosh,Female,24,New Delhi,Delhi,North,Consumer,11/22/2023
11880,Rohan,Das,Female,49,New Delhi,Delhi,North,Consumer,10/5/2025
11881,Priya,Verma,Female,49,New Delhi,Delhi,North,Consumer,12/16/2024
11882,Pooja,Malhotra,Male,37,Ahmedabad,Gujarat,West,Consumer,5/30/2023
11883,Riya,Das,Female,18,Chennai,Tamil Nadu,South,Consumer,5/31/2023
11884,Aditya,Mehta,Female,19,Lucknow,Uttar Pradesh,North,Consumer,5/7/2023
11885,Rahul,Iyer,Male,25,Bengaluru,Karnataka,South,Consumer,11/25/2023
11886,Karan,Roy,Male,20,Bengaluru,Karnataka,South,Small Business,3/16/2023
11887,Riya,Sen,Female,44,Mumbai,Maharashtra,West,Small Business,10/13/2023
11888,Sahil,Reddy,Female,36,Mumbai,Maharashtra,West,Consumer,4/6/2025
11889,Priya,Mehta,Male,28,Bhubaneswar,Odisha,East,Consumer,8/1/2025
11890,Vikram,Dutta,Female,46,Hyderabad,Telangana,South,Consumer,4/28/2025
11891,Neha,Banerjee,Male,51,Mumbai,Maharashtra,West,Consumer,6/19/2024
11892,Ishita,Bose,Female,26,Lucknow,Uttar Pradesh,North,Consumer,1/21/2025
11893,Aditya,Ghosh,Female,48,New Delhi,Delhi,North,Corporate,10/16/2025
11894,Priya,Dutta,Male,23,Kolkata,West Bengal,East,Small Business,2/27/2023
11895,Kavya,Sen,Female,46,Bengaluru,Karnataka,South,Corporate,9/3/2025
11896,Vikram,Khan,Female,36,Mumbai,Maharashtra,West,Corporate,2/20/2025
11897,Rahul,Sharma,Male,23,Jaipur,Rajasthan,North,Consumer,2/22/2024
11898,Priya,Roy,Female,56,Bengaluru,Karnataka,South,Small Business,4/29/2024
11899,Aditya,Patel,Female,26,Kolkata,West Bengal,East,Consumer,4/18/2024
11900,Sahil,Singh,Female,55,Kolkata,West Bengal,East,Small Business,6/20/2023
11901,Tanya,Sen,Male,35,Ahmedabad,Gujarat,West,Consumer,9/6/2023
11902,Sneha,Malhotra,Male,50,Kolkata,West Bengal,East,Consumer,11/15/2023
11903,Sneha,Khan,Female,51,Bhubaneswar,Odisha,East,Consumer,1/7/2023
11904,Aarav,Bose,Female,38,Mumbai,Maharashtra,West,Consumer,6/25/2024
11905,Vikram,Bose,Male,50,Ahmedabad,Gujarat,West,Consumer,5/29/2024
11906,Rahul,Reddy,Male,39,Hyderabad,Telangana,South,Consumer,12/23/2023
11907,Sahil,Iyer,Male,47,Hyderabad,Telangana,South,Corporate,7/10/2023
11908,Vikram,Bose,Male,28,Kolkata,West Bengal,East,Consumer,11/13/2025
11909,Rahul,Verma,Female,38,Patna,Bihar,East,Consumer,1/2/2025
11910,Nikhil,Ghosh,Male,24,Kochi,Kerala,South,Consumer,5/27/2024
11911,Sahil,Bose,Female,37,Kolkata,West Bengal,East,Consumer,2/19/2025
11912,Rohan,Patel,Female,18,Mumbai,Maharashtra,West,Consumer,2/6/2024
11913,Aarav,Das,Male,37,Ludhiana,Punjab,North,Consumer,8/21/2023
11914,Priya,Singh,Female,59,New Delhi,Delhi,North,Small Business,12/28/2024
11915,Sneha,Chatterjee,Male,35,Mumbai,Maharashtra,West,Consumer,4/12/2025
11916,Aditya,Banerjee,Male,41,Mumbai,Maharashtra,West,Corporate,12/3/2024
11917,Sahil,Gupta,Female,59,Jaipur,Rajasthan,North,Consumer,9/3/2024
11918,Tanya,Jain,Female,18,Lucknow,Uttar Pradesh,North,Corporate,1/3/2023
11919,Amit,Sharma,Male,50,Ahmedabad,Gujarat,West,Corporate,11/19/2024
11920,Sahil,Singh,Female,43,Gurugram,Haryana,North,Consumer,10/29/2024
11921,Aarav,Banerjee,Male,34,Hyderabad,Telangana,South,Consumer,3/21/2024
11922,Aarav,Dutta,Male,30,Bengaluru,Karnataka,South,Small Business,9/21/2023
11923,Nikhil,Chatterjee,Female,46,Hyderabad,Telangana,South,Consumer,11/23/2025
11924,Karan,Nair,Female,38,Chennai,Tamil Nadu,South,Consumer,2/10/2024
11925,Rahul,Chatterjee,Female,36,Mumbai,Maharashtra,West,Consumer,10/21/2023
11926,Kavya,Sen,Male,50,Kolkata,West Bengal,East,Consumer,2/1/2025
11927,Ananya,Verma,Male,37,Chennai,Tamil Nadu,South,Consumer,6/4/2024
11928,Kavya,Malhotra,Male,56,Lucknow,Uttar Pradesh,North,Consumer,8/24/2024
11929,Meera,Chatterjee,Female,31,Kolkata,West Bengal,East,Consumer,12/1/2024
11930,Ishita,Mehta,Female,51,Hyderabad,Telangana,South,Consumer,2/3/2024
11931,Pooja,Das,Male,45,Ahmedabad,Gujarat,West,Corporate,6/14/2023
11932,Amit,Chatterjee,Female,61,Ahmedabad,Gujarat,West,Consumer,6/30/2023
11933,Meera,Khan,Female,37,Lucknow,Uttar Pradesh,North,Corporate,10/11/2025
11934,Neha,Khan,Male,29,Patna,Bihar,East,Consumer,6/29/2024
11935,Priya,Nair,Male,37,Lucknow,Uttar Pradesh,North,Consumer,3/26/2024
11936,Rahul,Khan,Female,49,Kolkata,West Bengal,East,Consumer,12/11/2023
11937,Sneha,Mehta,Male,38,Hyderabad,Telangana,South,Corporate,2/18/2025
11938,Riya,Sharma,Male,60,Ahmedabad,Gujarat,West,Consumer,9/12/2025
11939,Pooja,Singh,Male,25,Bengaluru,Karnataka,South,Consumer,4/10/2025
11940,Sneha,Iyer,Female,32,Kolkata,West Bengal,East,Small Business,7/31/2024
11941,Amit,Reddy,Female,65,Mumbai,Maharashtra,West,Consumer,5/28/2024
11942,Riya,Jain,Female,56,Hyderabad,Telangana,South,Consumer,7/24/2025
11943,Rohan,Verma,Male,21,Chennai,Tamil Nadu,South,Corporate,7/13/2025
11944,Sneha,Reddy,Female,63,Mumbai,Maharashtra,West,Consumer,2/26/2024
11945,Riya,Gupta,Male,38,Bhubaneswar,Odisha,East,Consumer,11/7/2025
11946,Sahil,Malhotra,Female,48,Ludhiana,Punjab,North,Small Business,6/12/2025
11947,Neha,Verma,Other,18,Mumbai,Maharashtra,West,Corporate,7/2/2025
11948,Sahil,Das,Female,25,Ludhiana,Punjab,North,Consumer,3/3/2023
11949,Sahil,Sharma,Male,51,Kolkata,West Bengal,East,Consumer,5/21/2023
11950,Arjun,Reddy,Female,30,Ludhiana,Punjab,North,Small Business,11/18/2023
11951,Meera,Ghosh,Male,23,Gurugram,Haryana,North,Consumer,4/2/2025
11952,Riya,Patel,Male,50,Kolkata,West Bengal,East,Consumer,3/26/2023
11953,Meera,Reddy,Female,28,Lucknow,Uttar Pradesh,North,Small Business,3/31/2023
11954,Pooja,Sharma,Male,59,Bhopal,Madhya Pradesh,Central,Corporate,2/4/2023
11955,Sahil,Sen,Male,26,Ludhiana,Punjab,North,Consumer,7/27/2023
11956,Ishita,Chatterjee,Female,19,Bhopal,Madhya Pradesh,Central,Corporate,9/19/2025
11957,Ananya,Das,Female,36,New Delhi,Delhi,North,Consumer,2/17/2025
11958,Aarav,Dutta,Female,33,Kolkata,West Bengal,East,Small Business,2/13/2025
11959,Aarav,Nair,Male,48,Bhubaneswar,Odisha,East,Consumer,11/12/2023
11960,Sahil,Dutta,Female,29,Ahmedabad,Gujarat,West,Consumer,11/6/2024
11961,Vikram,Bose,Male,65,Ahmedabad,Gujarat,West,Consumer,4/21/2025
11962,Rahul,Bose,Female,38,Chennai,Tamil Nadu,South,Consumer,7/29/2024
11963,Aarav,Roy,Male,52,New Delhi,Delhi,North,Consumer,7/13/2025
11964,Riya,Roy,Male,54,Mumbai,Maharashtra,West,Corporate,9/7/2024
11965,Priya,Roy,Female,60,Lucknow,Uttar Pradesh,North,Consumer,12/17/2023
11966,Amit,Singh,Male,42,Kolkata,West Bengal,East,Small Business,11/20/2024
11967,Meera,Nair,Female,28,Lucknow,Uttar Pradesh,North,Consumer,10/15/2025
11968,Karan,Das,Male,42,Bhubaneswar,Odisha,East,Consumer,6/11/2025
11969,Tanya,Verma,Male,38,Hyderabad,Telangana,South,Consumer,6/22/2024
11970,Sneha,Mehta,Male,47,New Delhi,Delhi,North,Consumer,10/6/2024
11971,Rohan,Iyer,Male,29,Bengaluru,Karnataka,South,Consumer,11/20/2025
11972,Pooja,Banerjee,Male,42,Gurugram,Haryana,North,Consumer,3/19/2025
11973,Aarav,Roy,Male,63,Lucknow,Uttar Pradesh,North,Consumer,6/26/2024
11974,Nikhil,Patel,Male,51,Chennai,Tamil Nadu,South,Corporate,10/31/2023
11975,Kavya,Reddy,Female,63,Mumbai,Maharashtra,West,Small Business,9/5/2025
11976,Arjun,Banerjee,Female,23,Mumbai,Maharashtra,West,Corporate,11/20/2025
11977,Ananya,Mehta,Male,49,Hyderabad,Telangana,South,Corporate,3/18/2023
11978,Karan,Mehta,Male,19,Gurugram,Haryana,North,Consumer,2/4/2023
11979,Amit,Khan,Male,27,Lucknow,Uttar Pradesh,North,Corporate,5/5/2023
11980,Rahul,Chatterjee,Male,57,Mumbai,Maharashtra,West,Corporate,2/22/2024
11981,Amit,Khan,Male,22,Bhubaneswar,Odisha,East,Consumer,6/22/2023
11982,Ishita,Verma,Male,40,Chennai,Tamil Nadu,South,Consumer,8/10/2025
11983,Pooja,Bose,Female,21,Bhubaneswar,Odisha,East,Small Business,9/14/2025
11984,Aditya,Sen,Female,32,Bengaluru,Karnataka,South,Small Business,7/14/2023
11985,Ishita,Nair,Male,23,Ahmedabad,Gujarat,West,Corporate,6/14/2025
11986,Sneha,Nair,Male,39,Ludhiana,Punjab,North,Consumer,6/2/2023
11987,Ananya,Sharma,Male,48,Bengaluru,Karnataka,South,Corporate,4/30/2025
11988,Ananya,Nair,Male,49,Jaipur,Rajasthan,North,Consumer,1/30/2024
11989,Ananya,Bose,Female,62,Bhopal,Madhya Pradesh,Central,Consumer,2/13/2023
11990,Sahil,Gupta,Male,23,Mumbai,Maharashtra,West,Consumer,4/7/2024
11991,Aditya,Dutta,Male,37,Kolkata,West Bengal,East,Consumer,6/7/2025
11992,Sneha,Sharma,Male,43,Jaipur,Rajasthan,North,Consumer,10/5/2025
11993,Meera,Singh,Female,22,Bengaluru,Karnataka,South,Consumer,5/11/2023
11994,Meera,Dutta,Male,23,Kolkata,West Bengal,East,Corporate,6/22/2025
11995,Rahul,Malhotra,Female,32,Hyderabad,Telangana,South,Consumer,11/13/2023
11996,Sneha,Jain,Male,59,Lucknow,Uttar Pradesh,North,Consumer,5/16/2024
11997,Aditya,Ghosh,Male,46,Bengaluru,Karnataka,South,Corporate,4/28/2023
11998,Sahil,Roy,Male,44,Bengaluru,Karnataka,South,Small Business,11/16/2025
11999,Pooja,Banerjee,Female,44,Bhubaneswar,Odisha,East,Small Business,5/3/2025
12000,Vikram,Mehta,Male,56,New Delhi,Delhi,North,Consumer,11/24/2024
12001,Rahul,Das,Male,44,Bhubaneswar,Odisha,East,Consumer,2/24/2025
12002,Sneha,Mehta,Male,52,Hyderabad,Telangana,South,Corporate,8/1/2025
12003,Arjun,Das,Male,32,Gurugram,Haryana,North,Consumer,6/4/2023
12004,Amit,Patel,Male,57,Jaipur,Rajasthan,North,Consumer,9/23/2023
12005,Nikhil,Singh,Female,19,Kolkata,West Bengal,East,Consumer,2/10/2023
12006,Kavya,Singh,Female,34,Kochi,Kerala,South,Consumer,6/12/2024
12007,Rohan,Das,Female,30,Hyderabad,Telangana,South,Consumer,6/17/2024
12008,Ishita,Reddy,Female,24,Mumbai,Maharashtra,West,Consumer,2/2/2023
12009,Tanya,Bose,Male,43,Mumbai,Maharashtra,West,Consumer,12/15/2024
12010,Aditya,Iyer,Female,60,Jaipur,Rajasthan,North,Consumer,1/10/2023
12011,Sahil,Khan,Male,25,Kolkata,West Bengal,East,Consumer,5/6/2025
12012,Neha,Singh,Male,60,Bengaluru,Karnataka,South,Consumer,1/31/2025
12013,Ishita,Dutta,Female,59,Mumbai,Maharashtra,West,Consumer,5/30/2025
12014,Neha,Jain,Male,60,Hyderabad,Telangana,South,Consumer,5/8/2023
12015,Rahul,Jain,Male,18,Chennai,Tamil Nadu,South,Consumer,7/29/2025
12016,Aditya,Banerjee,Female,65,New Delhi,Delhi,North,Consumer,8/14/2024
12017,Rohan,Sharma,Male,38,Bengaluru,Karnataka,South,Small Business,7/21/2025
12018,Kavya,Ghosh,Male,46,Kolkata,West Bengal,East,Consumer,1/21/2025
12019,Karan,Banerjee,Female,32,Ahmedabad,Gujarat,West,Consumer,12/9/2024
12020,Sneha,Gupta,Male,42,Chennai,Tamil Nadu,South,Consumer,2/4/2023
12021,Sahil,Sen,Male,44,Jaipur,Rajasthan,North,Consumer,1/17/2025
12022,Ishita,Das,Male,56,Kolkata,West Bengal,East,Small Business,4/29/2024
12023,Tanya,Malhotra,Female,34,Kolkata,West Bengal,East,Consumer,7/6/2025
12024,Karan,Singh,Female,23,Bengaluru,Karnataka,South,Consumer,1/8/2025
12025,Meera,Bose,Female,46,Hyderabad,Telangana,South,Consumer,3/22/2023
12026,Tanya,Reddy,Male,55,Chennai,Tamil Nadu,South,Consumer,8/18/2025
12027,Rohan,Sharma,Male,18,Patna,Bihar,East,Consumer,3/9/2023
12028,Priya,Ghosh,Male,56,Chennai,Tamil Nadu,South,Consumer,11/20/2023
12029,Sahil,Das,Female,56,New Delhi,Delhi,North,Small Business,8/23/2023
